address,stake
rdx1qsp4uhckvja80u2s8yrztu47fq6kr4f5q5z8a0n6ugeygrfvludhqysgq6l4v,2989309675580931252832797
rdx1qsptzay9m3de57du6yrspyxsyku09r5msr48ewuucpyp7eue6hc3scspcu6t9,1909728108621396866015935
rdx1qspmgzu97puej7ewwypsc269m3neh5tr4yy53nmfckvxc5stxnf03hcrz4cqc,1004766691544894420693295
rdx1qspwsv36lw0kwpu32c98fq2s3w5lyggc8k9g55l63z4rul5r9apeyws323gta,805021537471240995051634
rdx1qspfsh2ss67am8ae968y9750p6cfanwqh8fr0ywjnw9a4hw427ftn9c8y2hd2,508725654278981870423084
rdx1qsp0tmm6g6ym2x5j90fhpec2gpas47lwfnxyklr23kk2netzpjv3hnqnqanas,316352327545994846892254
rdx1qspwwdf6v47z9vh8k4r5we28e2dndt2fp48sae6fljt2s82c2hnz0ksdysg7q,299762522704448779189862
rdx1qspu90kuctvwcat29hrl0esxnvpnccu5cl0mf069zadmje885rx47jger0luq,288498274221202332206997
rdx1qspjc6z4kyv4t29gngn7g59cynx350wudaf02ax3cgscl2zdhc3k6lg905vac,266617162168793209599664
rdx1qspuvn85gtuytk06nr7jk7rysnxwx8temcdcttnwnqeyppaa05mlq8qkwecgq,242142943155770610010844
rdx1qspnjwyluzg7h50yxvqya9ghu9cnqccz7yjylku2v3lzmgqpynjgc3quj7e8h,228162954569969856836056
rdx1qsphe3yjc89s2jqlkjcpr6hapee6hjvqn0kt57m4zyze92us8m9t2mcpeqdz2,185436069400105889571593
rdx1qsp9ma7787nmyeyjr0z26x387v4s4g95h76vrwnntmjh6m5wmp5sukc4y7vmp,181355366785588050176293
rdx1qspcw9mwytrtsw7ga7axzs06nms57hmwt43nr2uuxtk5tl2te0thcnggg0ete,165889826563306022126026
rdx1qsppejttkwyrja55jnsmruchpzsdz39jr9nlvv9ryvm85uahfnkwpdsgv8c7t,163266580447794052135855
rdx1qsppt7tj6u79cl328887300qxetg7ywy444pufw7py5efdtzag05zusjxzu52,121536246123056314560883
rdx1qspzryy6w6psq7gk998pcmd3tl4na5sjxke7yjj0jlzhufrrqvehf3qxt62v4,112009347422912713472184
rdx1qspzlgwah6v9yssgt78wpqyejheyf349px04pj4ez0kju5wv47esmcs5qc38h,110272012420179874361590
rdx1qspepevu9hcgshzt6wjarrgrhqp3w4sm8n0u2qkdmkyjs7hhqj6ejqsa0ysu3,104772992845914922646591
rdx1qsps8uvy6mta7n3hdzdq8le8m89fz3qhk2rltanhjzvzk8wxkt9e74cwtyh78,87750133143858612607452
rdx1qspenwjz58n3alf9hanr4nka5d46jtxjdacxzskh24yzd0ud4xy2jvchyuwwy,75601168499260187504684
